Host,N_Mentions,Total_Citations,Mean_Citations,expected_mentions,bias_ratio,bias_category
offset and,6,36,6.0,5.247392174394346,1.1434251149129178,Adequately Studied
hemicycliophora thornei,6,158,26.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
pattern is,6,218,36.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
capsicum annuum,6,76,12.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
candidatus xiphinematobacter,6,390,65.0,5.247392174394346,1.1434251149129178,Adequately Studied
xiphinema macrodora,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
passion fruit,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
an oak,6,48,8.0,5.247392174394346,1.1434251149129178,Adequately Studied
can serve,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
potential nematicides,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
can reliably,6,302,50.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
obviously noticed,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
trigger a,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
trichodorus spp,6,112,18.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
trichodorus lownsberyi,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
besseyi unreliable,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
an obligate,6,175,29.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
an odontophore,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
southern and,6,1040,173.33333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
longidorus sp,6,58,9.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
loss in,6,537,89.5,5.247392174394346,1.1434251149129178,Adequately Studied
longidorus orongorongensis,6,54,9.0,5.247392174394346,1.1434251149129178,Adequately Studied
dsrna corresponding,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
leverage the,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
plants lack,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
in great,6,49,8.166666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
nemours effective,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
identified for,6,1163,193.83333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
identified four,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
loosely fitting,6,15,2.5,5.247392174394346,1.1434251149129178,Adequately Studied
besseyi of,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
plants use,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
controls were,6,1028,171.33333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
with s,6,473,78.83333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
dark to,6,227,37.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
damaging olive,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
prominent rostrum,6,69,11.5,5.247392174394346,1.1434251149129178,Adequately Studied
promising metabolites,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
cyst species,6,241,40.166666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
helicotylenchus egyptiensis,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
soybean genotypes,6,104,17.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
seen in,6,42,7.0,5.247392174394346,1.1434251149129178,Adequately Studied
caespiticola was,6,189,31.5,5.247392174394346,1.1434251149129178,Adequately Studied
by statistical,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
besseyi sensu,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
and post,6,42,7.0,5.247392174394346,1.1434251149129178,Adequately Studied
sem revealed,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
morphological status,6,15,2.5,5.247392174394346,1.1434251149129178,Adequately Studied
appears close,6,27,4.5,5.247392174394346,1.1434251149129178,Adequately Studied
the loss,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
semipenetrans and,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
rrna dataset,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
helicotylenchus microcephalus,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
dual resistance,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
helicotylenchus dihysteroides,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
meloidogyne minor,6,98,16.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
besseyi species,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
with sinps,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
correlate with,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
and dominance,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
convex posteriorly,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
sinaloa and,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
sinaloa population,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
used with,6,735,122.5,5.247392174394346,1.1434251149129178,Adequately Studied
sensing perturbations,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
from cerro,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
technique has,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
tectona grandis,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
use in,6,120,20.0,5.247392174394346,1.1434251149129178,Adequately Studied
sugarcane soils,6,50,8.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
first record,6,38,6.333333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
interaction with,6,86,14.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
xiphinema vuittenezi,6,60,10.0,5.247392174394346,1.1434251149129178,Adequately Studied
by single,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
by this,6,302,50.333333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
five major,6,93,15.5,5.247392174394346,1.1434251149129178,Adequately Studied
used octopamine,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
poor host,6,41,6.833333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
of genetic,6,288,48.0,5.247392174394346,1.1434251149129178,Adequately Studied
mrnas that,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
we describe,6,462,77.0,5.247392174394346,1.1434251149129178,Adequately Studied
we conclude,6,281,46.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
truncate head,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
are to,6,778,129.66666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
are widely,6,109,18.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
selected cultivated,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
intestinal valve,6,106,17.666666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
prodiginines seem,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
or mutasynthesis,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
themselves or,6,978,163.0,5.247392174394346,1.1434251149129178,Adequately Studied
projectus and,6,92,15.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
or five,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
different parasitic,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
uptake by,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
uptake until,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
from four,6,22,3.6666666666666665,5.247392174394346,1.1434251149129178,Adequately Studied
were smaller,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
integrated management,6,189,31.5,5.247392174394346,1.1434251149129178,Adequately Studied
then decreased,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
identified the,6,103,17.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
oleae n,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
in developing,6,747,124.5,5.247392174394346,1.1434251149129178,Adequately Studied
procedure for,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
of activity,6,99,16.5,5.247392174394346,1.1434251149129178,Adequately Studied
of adult,6,56,9.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
junior synonyms,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
introducing rna,6,1800,300.0,5.247392174394346,1.1434251149129178,Adequately Studied
xiphinema rivesi,6,84,14.0,5.247392174394346,1.1434251149129178,Adequately Studied
target of,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
period of,6,131,21.833333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
only slightly,6,57,9.5,5.247392174394346,1.1434251149129178,Adequately Studied
amazon forest,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
da costa,6,30,5.0,5.247392174394346,1.1434251149129178,Adequately Studied
amchitka islands,6,36,6.0,5.247392174394346,1.1434251149129178,Adequately Studied
molecular sequences,6,93,15.5,5.247392174394346,1.1434251149129178,Adequately Studied
their respective,6,231,38.5,5.247392174394346,1.1434251149129178,Adequately Studied
australis is,6,82,13.666666666666666,5.247392174394346,1.1434251149129178,Adequately Studied
role of,6,383,63.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
between plant,6,719,119.83333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
different time,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
soybean roots,6,32,5.333333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
was re,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
was preceded,6,204,34.0,5.247392174394346,1.1434251149129178,Adequately Studied
between sinps,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
between soil,6,139,23.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
the basal,6,28,4.666666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
essential to,6,414,69.0,5.247392174394346,1.1434251149129178,Adequately Studied
five or,6,36,6.0,5.247392174394346,1.1434251149129178,Adequately Studied
first species,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
longidorus paralaskaensis,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
heavily galled,6,222,37.0,5.247392174394346,1.1434251149129178,Adequately Studied
southern gulf,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
the poor,6,506,84.33333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
head higher,6,12,2.0,5.247392174394346,1.1434251149129178,Adequately Studied
heath bald,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
originally identified,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
and cash,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
drop of,6,813,135.5,5.247392174394346,1.1434251149129178,Adequately Studied
introgression of,6,436,72.66666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
introduced leaf,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
introduced nematode,6,138,23.0,5.247392174394346,1.1434251149129178,Adequately Studied
adjacent areas,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
of temperature,6,27,4.5,5.247392174394346,1.1434251149129178,Adequately Studied
other valid,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
in diameter,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
this report,6,275,45.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
superficially resembles,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
invaluable source,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
flora in,6,90,15.0,5.247392174394346,1.1434251149129178,Adequately Studied
longidorus quercus,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
originated in,6,878,146.33333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
also had,6,34,5.666666666666667,5.247392174394346,1.1434251149129178,Adequately Studied
via rnai,6,482,80.33333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
virulence target,6,1254,209.0,5.247392174394346,1.1434251149129178,Adequately Studied
nematodes meloidogyne,6,51,8.5,5.247392174394346,1.1434251149129178,Adequately Studied
nematodes have,6,126,21.0,5.247392174394346,1.1434251149129178,Adequately Studied
single nucleotide,6,146,24.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
generated using,6,219,36.5,5.247392174394346,1.1434251149129178,Adequately Studied
genes by,6,725,120.83333333333333,5.247392174394346,1.1434251149129178,Adequately Studied
tapered lip,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
upon morphological,6,50,8.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
of adults,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
by large,6,48,8.0,5.247392174394346,1.1434251149129178,Adequately Studied
one hundred,6,211,35.166666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
prodigiosin and,6,114,19.0,5.247392174394346,1.1434251149129178,Adequately Studied
auratus jacobs,6,18,3.0,5.247392174394346,1.1434251149129178,Adequately Studied
nematodes by,6,371,61.833333333333336,5.247392174394346,1.1434251149129178,Adequately Studied
two cultivars,6,97,16.166666666666668,5.247392174394346,1.1434251149129178,Adequately Studied
two clades,6,74,12.333333333333334,5.247392174394346,1.1434251149129178,Adequately Studied
taxa belonging,6,162,27.0,5.247392174394346,1.1434251149129178,Adequately Studied
relatively distant,6,0,0.0,5.247392174394346,1.1434251149129178,Adequately Studied
relatively short,6,36,6.0,5.247392174394346,1.1434251149129178,Adequately Studied
florida strawberry,6,72,12.0,5.247392174394346,1.1434251149129178,Adequately Studied
medium odontostyle,6,45,7.5,5.247392174394346,1.1434251149129178,Adequately Studied
flattened head,6,48,8.0,5.247392174394346,1.1434251149129178,Adequately Studied
generated in,6,104,17.333333333333332,5.247392174394346,1.1434251149129178,Adequately Studied
nematicides namely,6,198,33.0,5.247392174394346,1.1434251149129178,Adequately Studied
established connections,6,96,16.0,5.247392174394346,1.1434251149129178,Adequately Studied
nematicidal and,6,241,40.166666666666664,5.247392174394346,1.1434251149129178,Adequately Studied
with roots,6,24,4.0,5.247392174394346,1.1434251149129178,Adequately Studied
