Genus,Host,N_Mentions,Avg_Citations
Meloidogyne,clone capable,4,260.0
Meloidogyne,of seed,4,56.0
Meloidogyne,cloned using,4,260.0
Meloidogyne,of using,4,34.0
Meloidogyne,class among,4,113.0
Heterodera,combination of,4,326.0
Meloidogyne,chitwoodi reactions,4,198.0
Trichodorus,obscurus were,4,3.0
Trichodorus,obliquely orientated,4,3.0
Aphelenchoides,tip nematode,4,23.25
Aphelenchoides,there is,4,26.75
Hemicycliophora,morphometric and,4,4.0
Hemicycliophora,narrow conical,4,4.0
Trichodorus,of sublateral,4,3.0
Meloidogyne,of major,4,170.0
Hemicycliophora,microscopy and,4,4.0
Bursaphelenchus,and most,4,183.0
Bursaphelenchus,and morphometric,4,18.75
Meloidogyne,of siderophores,4,56.0
Meloidogyne,closely linked,4,5.0
Bursaphelenchus,and nonane,4,183.0
Meloidogyne,coding genes,4,72.5
Hemicycliophora,more similar,4,4.0
Meloidogyne,coding map,4,24.0
Hemicycliophora,long and,4,1.75
Meloidogyne,coffee in,4,11.0
Hemicycliophora,morphologically and,4,8.5
Meloidogyne,coffee root,4,34.5
Meloidogyne,circles of,4,11.0
Meloidogyne,of parasitism,4,376.0
Meloidogyne,combined action,4,5.0
Bursaphelenchus,and maintained,4,53.0
Meloidogyne,novel bioresource,4,34.0
Meloidogyne,da soja,4,5.5
Tylenchulus,their rooting,4,76.0
Tylenchulus,thick tail,4,11.0
Hemicycliophora,species appears,4,4.0
Hemicycliophora,southwest Iran,4,4.0
Hemicycliophora,soil of,4,4.0
Tylenchulus,to non,4,76.0
Hemicycliophora,slightly elevated,4,4.0
Tylenchulus,total of,4,76.0
Hemicycliophora,sometimes appearing,4,4.0
Meloidogyne,confer resistance,4,1.0
Tylenchulus,to M,4,76.0
Meloidogyne,night temperature,4,319.0
Meloidogyne,not only,4,376.0
Tylenchulus,to be,4,26.25
Tylenchulus,was extracted,4,11.0
Hemicycliophora,relationships of,4,4.0
Hemicycliophora,related to,4,16.5
Tylenchulus,this broad,4,76.0
Meloidogyne,crystalline AgNPs,4,34.0
Bursaphelenchus,among isolates,4,183.0
Meloidogyne,cultivar to,4,5.0
Trichodorus,present in,4,8.25
Hemicycliophora,sperm and,4,4.0
Trichodorus,sequences were,4,7.5
Meloidogyne,cultivars Santa,4,5.0
Bursaphelenchus,abruptus could,4,208.0
Bursaphelenchus,abruptus and,4,208.0
Trichodorus,slight indentation,4,3.0
Trichodorus,sized body,4,3.0
Meloidogyne,cultivars can,4,319.0
Hemicycliophora,stylet with,4,4.0
Meloidogyne,current breeding,4,319.0
Meloidogyne,current objectives,4,319.0
Hemicycliophora,spermatheca with,4,4.0
Tylenchulus,the rootstocks,4,76.0
Meloidogyne,no plants,4,113.0
Meloidogyne,no global,4,186.0
Heterodera,by joint,4,326.0
Hemicycliophora,studied species,4,4.0
Hemicycliophora,single annulus,4,4.0
Trichodorus,report of,4,7.5
Bursaphelenchus,When exposed,4,183.0
Bursaphelenchus,alkenes and,4,183.0
Bursaphelenchus,agriculture and,4,183.0
Trichodorus,rather short,4,3.0
Meloidogyne,cultivars with,4,319.0
Tylenchulus,the new,4,11.0
Bursaphelenchus,after treatment,4,183.0
Heterodera,by microarray,4,326.0
Xiphinema,Based on,4,18.75
Bursaphelenchus,and North,4,208.0
Meloidogyne,control these,4,34.0
Heterodera,cacti were,4,186.0
Meloidogyne,of Pseudomonas,4,56.0
Meloidogyne,containing type,4,260.0
Hemicycliophora,phylogenetic affinities,4,4.0
Tylenchulus,vulval portion,4,11.0
Hemicycliophora,resembles H,4,1.5
Meloidogyne,obtained from,4,12.5
Meloidogyne,cowpea weevil,4,319.0
Meloidogyne,of GCs,4,186.0
Aphelenchoides,were found,4,18.0
Meloidogyne,of Hsp,4,113.0
Hemicycliophora,reconstructed and,4,4.0
Tylenchulus,were reconstructed,4,11.0
Bursaphelenchus,ancestor in,4,208.0
Tylenchulus,were released,4,76.0
Hemicycliophora,population of,4,0.25
Trichodorus,or two,4,8.5
Xiphinema,Both samples,4,0.0
Xiphinema,COI sequences,4,4.0
Meloidogyne,of Vietnam,4,11.0
Meloidogyne,of GmHsp,4,113.0
Aphelenchoides,were cultured,4,11.0
Trichodorus,prepared by,4,7.5
Trichodorus,precloacal supplements,4,3.0
Aphelenchoides,were examined,4,3.25
Trichodorus,posterior ventrosublateral,4,3.0
Trichodorus,posterior half,4,3.0
Trichodorus,pronounced in,4,3.0
Tylenchulus,with the,4,76.0
Tylenchulus,year screening,4,76.0
Tylenchulus,with either,4,76.0
Tylenchulus,within Tylenchulus,4,11.0
Hemicycliophora,region to,4,4.0
Hemicycliophora,scanning electron,4,4.0
Meloidogyne,odorant receptors,4,376.0
Meloidogyne,of AgNPs,4,34.0
Meloidogyne,corn,4,16.75
Meloidogyne,could also,4,113.0
Meloidogyne,crop grown,4,319.0
Meloidogyne,cowpea aphid,4,319.0
Meloidogyne,nucleotide sequence,4,75.5
Meloidogyne,cowpea curculio,4,319.0
Meloidogyne,numerous genes,4,376.0
Meloidogyne,cowpea improvement,4,319.0
Meloidogyne,controls and,4,113.0
Heterodera,by partial,4,408.0
Tylenchulus,weak stylet,4,11.0
Meloidogyne,ovoid to,4,11.0
Trichodorus,is the,4,2.75
Trichodorus,is provided,4,8.0
Bursaphelenchus,be excluded,4,208.0
Bursaphelenchus,bacterial isolates,4,183.0
Heterodera,cysts per,4,484.5
Meloidogyne,breeding lines,4,319.0
Trichodorus,in male,4,3.0
Meloidogyne,broken striae,4,7.0
Trichodorus,in one,4,11.5
Meloidogyne,built to,4,1.0
Xiphinema,ITS region,4,4.75
Meloidogyne,but other,4,113.0
Heterodera,current average,4,252.0
Heterodera,cyperi Golden,4,4.5
Hemicycliophora,date palm,4,4.0
Hemicycliophora,during the,4,10.5
Xiphinema,Scutellonema brachyurus,4,21.0
Meloidogyne,our knowledge,4,18.25
Aphelenchoides,suggesting that,4,23.75
Aphelenchoides,subunit rDNA,4,11.0
Meloidogyne,parasites that,4,1.0
Meloidogyne,biochemical profiles,4,170.0
Xiphinema,Spanish population,4,4.0
Hemicycliophora,discussed using,4,4.0
Meloidogyne,by concentric,4,11.0
Meloidogyne,by root,4,107.25
Trichodorus,known and,4,3.0
Xiphinema,Scutellonema brachyurum,4,16.25
Meloidogyne,other kingdoms,4,376.0
Meloidogyne,other stress,4,113.0
Meloidogyne,other regions,4,319.0
Heterodera,cultivation of,4,287.5
Meloidogyne,but have,4,113.0
Hemicycliophora,form a,4,4.0
Meloidogyne,but its,4,13.25
Trichodorus,like in,4,3.5
Meloidogyne,other transcriptome,4,186.0
Meloidogyne,by an,4,36.5
Meloidogyne,but did,4,12.5
Meloidogyne,by UV,4,34.0
Heterodera,cultivars contributed,4,252.0
Heterodera,cultivars has,4,25.0
Heterodera,cultivars is,4,25.0
Hemicycliophora,epicharoides and,4,4.0
Meloidogyne,ottersoni by,4,11.0
Heterodera,cysts were,4,23.75
Bursaphelenchus,base sequences,4,208.0
Meloidogyne,both the,4,8.75
Meloidogyne,other tomato,4,5.0
Meloidogyne,para o,4,8.0
Meloidogyne,parasitizing Robusta,4,11.0
Hemicycliophora,be separated,4,4.0
Hemicycliophora,based upon,4,4.0
Meloidogyne,being combined,4,319.0
Meloidogyne,be grown,4,319.0
Hemicycliophora,closely fitting,4,4.0
Bursaphelenchus,both model,4,183.0
Meloidogyne,be less,4,170.0
Meloidogyne,be lethal,4,1.0
Meloidogyne,be identified,4,170.0
Meloidogyne,biotic stresses,4,113.0
Meloidogyne,because early,4,319.0
Meloidogyne,been detected,4,22.25
Meloidogyne,be species,4,170.0
Bursaphelenchus,but differs,4,22.0
Meloidogyne,been tested,4,1.0
Meloidogyne,being acquired,4,376.0
Trichodorus,in a,4,5.5
Xiphinema,The comparison,4,4.0
Heterodera,defense priming,4,326.0
Meloidogyne,peak at,4,34.0
Meloidogyne,pea,4,3.25
Meloidogyne,perivulval region,4,11.0
Meloidogyne,be similar,4,186.0
Trichodorus,in head,4,3.0
Meloidogyne,biosynthesized AgNPs,4,34.0
Meloidogyne,biotic and,4,113.0
Meloidogyne,borne mosaic,4,319.0
Meloidogyne,body and,4,24.0
Meloidogyne,biggest contributors,4,1.0
Meloidogyne,between COII,4,24.0
Bursaphelenchus,bacterial species,4,183.0
Bursaphelenchus,bent condylus,4,5.25
Meloidogyne,between GCs,4,186.0
Meloidogyne,pattern among,4,113.0
Meloidogyne,particular conserved,4,113.0
Heterodera,data of,4,25.0
Heterodera,days postinfection,4,300.0
Heterodera,data confirmed,4,186.0
Heterodera,cysts are,4,23.75
Meloidogyne,pattern between,4,113.0
Meloidogyne,parasitism of,4,376.0
Xiphinema,Specimens were,4,10.0
Meloidogyne,parasitic weeds,4,319.0
Meloidogyne,biological function,4,113.0
Meloidogyne,biological information,4,376.0
Hemicycliophora,cuticle with,4,4.0
Xiphinema,South Africa,4,21.0
Meloidogyne,biocontrol of,4,91.0
Meloidogyne,on hatching,4,56.0
Meloidogyne,on interspecific,4,113.0
Xiphinema,LSU tree,4,0.0
Meloidogyne,cell suspensions,4,186.0
Meloidogyne,cells for,4,186.0
Meloidogyne,on M,4,56.0
Meloidogyne,often offered,4,170.0
Meloidogyne,often observed,4,170.0
Meloidogyne,cellular functions,4,113.0
Meloidogyne,on plant,4,56.0
Xiphinema,Iranian and,4,4.0
Meloidogyne,by incomplete,4,39.75
Meloidogyne,one predicted,4,113.0
Meloidogyne,change was,4,113.0
Heterodera,conferred susceptibility,4,326.0
Heterodera,conferring resistance,4,326.0
Heterodera,conducted using,4,25.0
Xiphinema,Longidorus caespiticola,4,37.0
Xiphinema,Many of,4,37.0
Xiphinema,It belongs,4,9.0
Bursaphelenchus,as distinct,4,1.0
Meloidogyne,can significantly,4,34.0
Meloidogyne,by these,4,19.5
Meloidogyne,candidates are,4,113.0
Xiphinema,In phylogenetic,4,0.0
Xiphinema,Golestan province,4,9.0
Hemicycliophora,molecular data,4,4.0
Xiphinema,In molecular,4,2.0
Xiphinema,In COI,4,4.0
Xiphinema,In LSU,4,4.0
Meloidogyne,centered cubic,4,34.0
Meloidogyne,changes specific,4,186.0
Meloidogyne,certain species,4,170.0
Meloidogyne,characteristic PCR,4,24.0
Meloidogyne,characteristic three,4,198.0
Meloidogyne,characteristics of,4,15.75
Xiphinema,Isles and,4,37.0
Trichodorus,more so,4,3.0
Heterodera,conditions of,4,326.0
Bursaphelenchus,and slender,4,1.0
Bursaphelenchus,and seven,4,11.75
Bursaphelenchus,are fused,4,14.5
Heterodera,concentrations of,4,116.5
Meloidogyne,on about,4,319.0
Trichodorus,long on,4,3.0
Meloidogyne,on apparent,4,113.0
Hemicycliophora,its sheath,4,4.0
Xiphinema,Ireland were,4,37.0
Xiphinema,Isfahan province,4,4.0
Heterodera,complex nature,4,326.0
Bursaphelenchus,assignment of,4,1.0
Meloidogyne,calyx length,4,113.0
Meloidogyne,by using,4,34.0
Meloidogyne,by electrophoresis,4,170.0
Heterodera,contributed more,4,252.0
Heterodera,control practices,4,252.0
Heterodera,controlling biotic,4,326.0
Heterodera,controlling the,4,326.0
Heterodera,controls were,4,252.0
Heterodera,core of,4,408.0
Xiphinema,Podocarpus macrophyllus,4,9.0
Bursaphelenchus,arranged as,4,11.75
Xiphinema,North American,4,9.0
Aphelenchoides,that of,4,24.5
Aphelenchoides,that are,4,9.75
Heterodera,correspond to,4,186.0
Hemicycliophora,having a,4,1.75
Heterodera,correspond with,4,186.0
Heterodera,crop then,4,252.0
Heterodera,control for,4,252.0
Heterodera,control measures,4,252.0
Heterodera,crop in,4,252.0
Meloidogyne,by Agrobacterium,4,186.0
Meloidogyne,by HS,4,113.0
Hemicycliophora,from north,4,4.0
Xiphinema,Longidorus africanus,4,10.0
Xiphinema,Loof and,4,1.75
Heterodera,cone top,4,8.0
Meloidogyne,carrying this,4,5.0
Meloidogyne,or peanut,4,48.5
Meloidogyne,candidate genes,4,1.0
Hemicycliophora,in distal,4,4.0
Meloidogyne,cells in,4,186.0
Hemicycliophora,in Khuzestan,4,4.0
Meloidogyne,one or,4,89.5
Meloidogyne,or by,4,5.0
Meloidogyne,onto Solanum,4,113.0
Meloidogyne,by size,4,24.0
Meloidogyne,onto interspecific,4,113.0
Hemicycliophora,genera were,4,14.25
Meloidogyne,or linear,4,11.0
Meloidogyne,or related,4,319.0
Meloidogyne,or genetic,4,319.0
Aphelenchoides,the first,4,19.5
Meloidogyne,or mutated,4,1.0
Meloidogyne,or composition,4,113.0
Aphelenchoides,the growth,4,23.5
Trichodorus,male with,4,3.0
Xiphinema,Morphological comparisons,4,9.0
Meloidogyne,by what,4,376.0
Meloidogyne,opportunities for,4,319.0
Pratylenchus,the host,4,16.0
Heterodera,severity and,4,252.0
Pratylenchus,the highlighted,4,24.0
Heterodera,sexual fate,4,300.0
Pratylenchus,obtained with,4,301.0
Pratylenchus,obtained demonstrate,4,126.0
Longidorus,endemic species,4,8.0
Longidorus,essentially dorsal,4,32.0
Pratylenchus,observed for,4,36.25
Pratylenchus,the aim,4,126.0
Radopholus,for the,4,1.0
Ditylenchus,Any such,4,1224.0
Ditylenchus,to undertake,4,1224.0
Pratylenchus,species that,4,19.0
Heterodera,turcomanica formed,4,186.0
Hoplolaimus,of different,4,2.75
Longidorus,does not,4,3.0
Pratylenchus,nodulation of,4,19.0
Hoplolaimus,of Hoplolaimus,4,18.75
Pratylenchus,number and,4,19.0
Hoplolaimus,nematode species,4,21.75
Pratylenchus,not tested,4,19.0
Globodera,cluster analysis,4,408.0
Globodera,by partial,4,408.0
Pratylenchus,nodules with,4,19.0
Pratylenchus,nodules by,4,19.0
Pratylenchus,nodule symbiosis,4,19.0
Pratylenchus,of BRSGO,4,18.0
Criconemoides,to be,4,1.5
Longidorus,economically important,4,5.0
Pratylenchus,nitrogen fixation,4,19.0
Hoplolaimus,of lance,4,5.25
Pratylenchus,new model,4,301.0
Xiphinema,ventrally slightly,4,0.0
Heterodera,showed lower,4,300.0
Hoplolaimus,populations of,4,18.0
Longidorus,distinguishing feature,4,8.0
Pratylenchus,the nodules,4,19.0
Pratylenchus,nematode pests,4,11.75
Heterodera,unique program,4,326.0
Heterodera,uptake by,4,300.0
Heterodera,uptake until,4,300.0
Xiphinema,represent the,4,4.5
Pratylenchus,culture on,4,39.0
Pratylenchus,culture quality,4,301.0
Heterodera,used octopamine,4,300.0
Pratylenchus,culture were,4,301.0
Pratylenchus,cultivated axenically,4,61.0
Pratylenchus,crucial importance,4,24.0
Ditylenchus,genus Ditylenchus,4,3.75
Globodera,catalytic domains,4,408.0
Longidorus,elongate conoid,4,8.0
Xiphinema,reproductive system,4,3.25
Xiphinema,reproductive mode,4,0.0
Pratylenchus,the ecotypes,4,301.0
Pratylenchus,the early,4,301.0
Pratylenchus,the information,4,8.25
Heterodera,signaling pathways,4,326.0
Pratylenchus,containing no,4,39.0
Criconemoides,that the,4,8.0
Pratylenchus,control of,4,66.75
Heterodera,use of,4,99.75
Heterodera,select for,4,25.0
Heterodera,used for,4,252.0
Pratylenchus,considerably within,4,39.0
Heterodera,samples were,4,2.75
Pratylenchus,of lateral,4,16.5
Globodera,core of,4,408.0
Pratylenchus,the PD,4,18.0
Pratylenchus,the Aleutian,4,7.0
Pratylenchus,the AMF,4,126.0
Heterodera,sequences from,4,186.0
Xiphinema,ranging from,4,9.25
Heterodera,visual marker,4,300.0
Pratylenchus,common Pratylenchus,4,3.75
Pratylenchus,of Trichoderma,4,18.0
Pratylenchus,of bacteroids,4,19.0
Pratylenchus,of action,4,126.0
Hoplolaimus,from different,4,7.5
Longidorus,for wild,4,32.0
Pratylenchus,of cv,4,21.0
Longidorus,for species,4,8.0
Pratylenchus,that is,4,8.25
Pratylenchus,that invaded,4,19.0
Pratylenchus,tested showed,4,301.0
Pratylenchus,conditions for,4,301.0
Pratylenchus,that they,4,21.0
Heterodera,sequences for,4,186.0
Xiphinema,rhizospheric soil,4,0.0
Pratylenchus,of BRS,4,18.0
Pratylenchus,of Arabidopsis,4,301.0
Heterodera,turcomanica and,4,186.0
Pratylenchus,of annules,4,39.0
Pratylenchus,occurring in,4,21.0
Anguina,longiflora plants,4,17.0
Anguina,longiflora in,4,17.0
Anguina,longer than,4,5.0
Heterodera,value in,4,300.0
Pratylenchus,cotton in,4,24.0
Xiphinema,report of,4,4.0
Pratylenchus,observed that,4,18.0
Pratylenchus,the BRSGO,4,18.0
Longidorus,flattened head,4,8.0
Hoplolaimus,known species,4,15.75
Pratylenchus,the enzymes,4,18.0
Criconemoides,to the,4,5.0
Globodera,cellulose and,4,408.0
Globodera,cellulose as,4,408.0
Pratylenchus,the density,4,19.0
Pratylenchus,the commercial,4,126.0
Pratylenchus,the cultivar,4,18.0
Xiphinema,relationship with,4,11.0
Xiphinema,regions of,4,12.75
Criconemoides,the most,4,1.5
Pratylenchus,the epithet,4,61.0
Pratylenchus,that these,4,8.75
Heterodera,value of,4,252.0
Hoplolaimus,the occurrence,4,17.25
Ditylenchus,wilt nematode,4,1224.0
Ditylenchus,will vary,4,1224.0
Pratylenchus,monoxenic conditions,4,301.0
Radopholus,coffeae or,4,19.25
Pratylenchus,molecular phylogenetic,4,11.25
Pratylenchus,morphometric comparisons,4,39.0
Xiphinema,several sequences,4,0.0
Ditylenchus,Globodera spp,4,1224.0
Pratylenchus,mortality rates,4,18.0
Xiphinema,shaped long,4,9.0
Pratylenchus,description is,4,61.0
Pratylenchus,densities of,4,35.0
Radopholus,duriophilus and,4,17.0
Heterodera,together with,4,300.0
Globodera,bacteria Erwinia,4,408.0
Xiphinema,separation from,4,9.0
Heterodera,tolerance index,4,25.0
Heterodera,tolerance to,4,25.0
Heterodera,type lectins,4,300.0
Globodera,are unable,4,408.0
Pratylenchus,detailed description,4,39.0
Anguina,isolated from,4,17.0
Heterodera,transcripts when,4,300.0
Longidorus,considered potential,4,8.0
Heterodera,two targeted,4,300.0
Xiphinema,separated this,4,11.0
Pratylenchus,mycelial and,4,61.0
Pratylenchus,morphometric variability,4,39.0
Hoplolaimus,the first,4,12.0
Pratylenchus,the size,4,18.0
Ditylenchus,first time,4,10.0
Longidorus,common and,4,8.0
Ditylenchus,Phylogenetic analyses,4,17.0
Longidorus,closest to,4,8.0
Anguina,indicated that,4,17.0
Anguina,inhibition assays,4,17.0
Anguina,including annual,4,17.0
Anguina,infected galls,4,17.0
Xiphinema,sister species,4,1.25
Heterodera,tolerance using,4,25.0
Ditylenchus,while the,4,24.5
Xiphinema,short dorsally,4,0.0
Heterodera,tool for,4,25.0
Heterodera,tool to,4,25.0
Heterodera,tobacco,4,21.0
Pratylenchus,most rapid,4,19.0
Xiphinema,showing spiniform,4,11.0
Pratylenchus,different crops,4,12.0
Pratylenchus,the original,4,19.5
Pratylenchus,distinguished from,4,24.5
Heterodera,tomato,4,24.0
Heterodera,to other,4,487.0
Globodera,are obligatory,4,408.0
Xiphinema,showed that,4,27.5
Pratylenchus,morphologically similar,4,18.0
Xiphinema,short symmetrically,4,9.0
Xiphinema,seven for,4,10.0
Pratylenchus,the monosexual,4,39.0
Pratylenchus,the modes,4,126.0
Pratylenchus,the poor,4,126.0
Ditylenchus,Aphelenchus avenae,4,13.5
Hoplolaimus,soybean,4,16.75
Pratylenchus,the plants,4,1.75
Pratylenchus,the percentage,4,19.0
Heterodera,shift from,4,300.0
Pratylenchus,nematicides applied,4,5.0
Anguina,Western Australia,4,17.0
Xiphinema,uteri and,4,11.0
Pratylenchus,the migratory,4,301.0
Ditylenchus,virus vector,4,1224.0
Xiphinema,sequenced isolates,4,4.0
Anguina,leaf gall,4,17.0
Xiphinema,sequences in,4,9.0
Anguina,This study,4,3.5
Globodera,belong to,4,408.0
Xiphinema,rounded female,4,9.0
Globodera,binding domain,4,408.0
Anguina,WA may,4,17.0
Pratylenchus,cv Superior,4,21.0
Pratylenchus,cycles were,4,301.0
Xiphinema,second species,4,4.0
Heterodera,showed a,4,7.0
Pratylenchus,nematode interactions,4,126.0
Xiphinema,reverse taxonomic,4,4.0
Xiphinema,roots from,4,0.0
Ditylenchus,were determined,4,30.25
Heterodera,two cDNAs,4,408.0
Ditylenchus,In a,4,12.75
Ditylenchus,In addition,4,2.25
Ditylenchus,Heterodera and,4,1224.0
Pratylenchus,nearly spherical,4,61.0
Pratylenchus,nature of,4,17.5
Pratylenchus,naturally infested,4,5.5
Xiphinema,rounded to,4,2.0
Longidorus,cultivated plants,4,8.0
Longidorus,damage they,4,8.0
Ditylenchus,Ditylenchus weischeri,4,13.5
Heterodera,single nucleotide,4,25.0
Longidorus,cottieri appear,4,8.0
Longidorus,days and,4,4.5
Pratylenchus,decreasing and,4,24.0
Longidorus,days of,4,2.5
Ditylenchus,from as,4,1224.0
Pratylenchus,the treatment,4,18.0
Pratylenchus,the sequences,4,14.75
Hoplolaimus,shaped stylet,4,6.75
Heterodera,to use,4,25.0
Heterodera,soil microorganisms,4,191.0
Globodera,bacterial type,4,408.0
Pratylenchus,dependent effects,4,19.0
Heterodera,trifolii in,4,186.0
Hoplolaimus,species were,4,7.5
Pratylenchus,density of,4,19.0
Pratylenchus,decreased densities,4,19.0
Hoplolaimus,such as,4,12.0
Ditylenchus,fungi and,4,26.0
Pratylenchus,biology of,4,6.5
Ditylenchus,the burrowing,4,1224.0
Pratylenchus,bioprotectional effect,4,126.0
Ditylenchus,the first,4,24.5
Heterodera,was to,4,102.5
Pratylenchus,options for,4,7.75
Heterodera,was up,4,326.0
Longidorus,in both,4,4.25
Pratylenchus,or the,4,18.0
Globodera,extremely variegated,4,408.0
Globodera,end precluded,4,408.0
Xiphinema,prevalent dagger,4,9.0
Xiphinema,prepared by,4,1.75
Pratylenchus,conditions using,4,18.0
Pratylenchus,bean,4,24.0
Pratylenchus,bacteroids in,4,19.0
Xiphinema,population was,4,4.0
Pratylenchus,been limited,4,61.0
Pratylenchus,been publicly,4,61.0
Xiphinema,population had,4,4.0
Xiphinema,population from,4,32.25
Pratylenchus,between morphology,4,24.0
Hoplolaimus,and X,4,17.25
Xiphinema,population belongs,4,4.0
Pratylenchus,black pepper,4,11.5
Anguina,pose a,4,17.0
Pratylenchus,biomass of,4,10.25
Hoplolaimus,and H,4,15.75
Pratylenchus,be of,4,24.0
Heterodera,rhizosphere of,4,28.0
Longidorus,in addition,4,19.75
Longidorus,in L,4,5.5
Pratylenchus,broad range,4,126.0
Pratylenchus,tail varied,4,39.0
Pratylenchus,body width,4,7.0
Pratylenchus,borne pathogens,4,126.0
Xiphinema,was Xiphinema,4,9.0
Pratylenchus,tail annules,4,7.0
Xiphinema,vineacola was,4,37.0
Xiphinema,was commonly,4,37.0
Heterodera,role as,4,82.5
Longidorus,in New,4,8.0
Ditylenchus,taken to,4,1224.0
Xiphinema,was confirmed,4,14.5
Longidorus,indicated that,4,4.75
Longidorus,indigenous to,4,8.0
Heterodera,response of,4,326.0
Heterodera,response genes,4,326.0
Pratylenchus,successful infections,4,301.0
Pratylenchus,surveyed in,4,21.0
Pratylenchus,system for,4,301.0
Criconemoides,in the,4,30.75
Hoplolaimus,and identified,4,0.0
Longidorus,in these,4,9.5
Longidorus,in southern,4,14.5
Pratylenchus,other hand,4,18.0
Heterodera,was isolated,4,4.5
Globodera,energy source,4,408.0
Heterodera,regulated genes,4,326.0
Heterodera,regulated by,4,326.0
Heterodera,regulate methionine,4,326.0
Heterodera,reported in,4,20.5
Ditylenchus,tail length,4,9.75
Hoplolaimus,This study,4,4.25
Pratylenchus,peroxidase showed,4,18.0
