Author,Total_Citations,Mean_Citations,N_Papers,N_Genera,H_Index
"Silva, Monique Thiara Rodrigues e",0,0.0,1,1,0
"Silva, R A",14,14.0,1,1,1
"Silva, Renata Rodrigues",9,9.0,1,1,1
"Silva, Rosangela A.",15,15.0,1,1,1
"Silva, Rosecleide Maia da",0,0.0,1,1,0
"Silva, Santino A.",6,6.0,1,1,1
"Silva, Thais FranÃÂ§a",0,0.0,1,1,0
"Silva, W. R.",3,3.0,1,1,1
"Simard, L",3,3.0,1,1,1
"Simmons, B.L.",5,5.0,1,1,1
"Simon, Abasola C M",0,0.0,1,1,0
"Simon, P. W.",32,32.0,1,1,1
"Simon, P.W.",0,0.0,1,1,0
"Simonetti, Ester",32,32.0,1,1,1
"SimÃÂ£o, GervÃÂ¡sio",11,5.5,2,1,2
"Sindermann, A",6,6.0,1,1,1
"Sindhu, Anoop S.",131,131.0,1,1,1
"Singh, Akath",1,1.0,1,1,1
"Singh, Archana U.",1,1.0,1,1,1
"Singh, Ashish Kumar",0,0.0,1,1,0
"Singh, Bhupinder",4,1.0,4,1,1
"Singh, Brahma",7,7.0,1,1,1
"Singh, D. B.",1,1.0,1,1,1
"Singh, D. K.",1,1.0,1,1,1
"Singh, Digar",13,13.0,1,1,1
"Singh, Ghanendra",2,2.0,1,1,1
"Singh, Gurminder",0,0.0,1,1,0
"Singh, K.P.",47,6.714285714285714,7,3,5
"Singh, Kalika Prasad",19,19.0,1,1,1
"Singh, Kamal",5,5.0,1,1,1
"Singh, Kanchan B M",0,0.0,2,1,0
"Singh, Kanchan B. M.",5,5.0,1,1,1
"Singh, Khushwant",13,13.0,1,1,1
"Singh, Kuldeep",38,19.0,2,1,2
"Singh, M",15,7.5,2,1,2
"Singh, Mohar",9,9.0,1,1,1
"Singh, N. K.",23,11.5,2,1,2
"Singh, Neelu",21,7.0,3,2,2
"Singh, Neetu",1,1.0,1,1,1
"Singh, Nirbhay K.",8,8.0,1,1,1
"Singh, Nirmala",1,1.0,1,1,1
"Singh, Phougeishangbam Rolish",106,11.777777777777779,9,3,6
"Singh, Priyanka",20,10.0,2,1,2
"Singh, R. K.",6,3.0,2,1,2
"Singh, R. V.",9,9.0,1,1,1
"Singh, Ram J.",31,31.0,1,1,1
"Singh, Richard R.",14,14.0,1,1,1
"Singh, Richard Raj",0,0.0,2,1,0
"Singh, S P",0,0.0,1,1,0
"Singh, S. P.",3,3.0,1,1,1
"Singh, Satyandra",87,21.75,4,1,4
"Singh, Satyendra",19,9.5,2,1,2
"Singh, Saytandra",41,41.0,1,1,1
"Singh, Shree",58,29.0,2,1,2
"Singh, Shree P.",0,0.0,1,1,0
"Singh, Sorokhaibam Mexico",0,0.0,1,1,0
"Singh, Sunil K.",26,5.2,5,2,2
"Singh, Sunita D.",2,2.0,1,1,1
"Singh, Swarn",2,2.0,1,1,1
"Singh, U.B.",28,28.0,1,1,1
"Singh, Udai B.",71,14.2,5,2,5
"Sipes, B S",52,6.5,8,3,4
"Sipes, Brent S.",8,8.0,1,1,1
"Siqueira, KÃÂ©rcya M. S.",0,0.0,1,1,0
"Sirgel, Wilhelm F",15,15.0,1,1,1
"Sivasankara Pillai, Syamkumar",13,6.5,2,1,2
"Skantar, A M",123,41.0,3,2,3
"Skantar, Am",12,12.0,1,1,1
"Skantar, Andrea M",43,43.0,1,1,1
"Skantar, Andrea M.",54,27.0,2,1,2
"Skarmoutsos, G",12,12.0,1,1,1
"Skarmoutsos, G.",39,39.0,1,1,1
"Skelsey, P.",20,10.0,2,1,2
"Skipp, R. A.",49,24.5,2,2,2
"Skipp, R.A.",112,28.0,4,1,4
"Skorupska, H. T.",17,17.0,1,1,1
"Skwiercz, A T",1,1.0,1,1,1
"Skwiercz, Andrzej",7,3.5,2,2,1
"Skwiercz, Andrzej Tomasz",13,6.5,2,2,1
"Slana, L J",6,6.0,1,1,1
"Slater, Anthony T.",12,12.0,1,1,1
"Slomp, Liege",11,11.0,1,1,1
"Slonim, O.",4,4.0,1,1,1
"Slootweg, Erik",33,16.5,2,2,2
"Slootweg, Erik J.",69,69.0,1,1,1
"Slos, Dieter",7,7.0,1,1,1
"Small, T.",0,0.0,1,1,0
"Smant, Geert",857,285.6666666666667,3,1,3
"Smart, G C",0,0.0,1,1,0
"Smedley, Enid M.",28,9.333333333333334,3,1,3
"Smiley, R W",65,21.666666666666668,3,1,2
"Smiley, Richard W",419,23.27777777777778,18,4,13
"Smiley, Richard W.",79,26.333333333333332,3,1,3
"Smit, A.L.",16,16.0,1,1,1
"Smith, B.P.",18,9.0,2,1,1
"Smith, G S",173,34.6,5,3,5
"Smith, G.R.",2,1.0,2,1,1
"Smith, Gordon",1,1.0,1,1,1
"Smith, Harley M.",23,23.0,1,1,1
"Smith, Heidi J",21,21.0,1,1,1
"Smith, I. M.",3,3.0,1,1,1
"Smith, J R",2,2.0,1,1,1
"Smith, James R",12,12.0,1,1,1
"Smith, Jonathon E",60,60.0,1,1,1
"Smith, O. D.",7,7.0,1,1,1
"Smith, T.",38,38.0,1,1,1
"Smithson, P.C.",30,30.0,1,1,1
"Smitley, D R",25,25.0,1,1,1
"Smittle, D A",2,2.0,1,1,1
"Smolik, J D",14,4.666666666666667,3,2,3
"Smus, Justyna P",8,8.0,1,1,1
"Snyder, Daniel W",16,16.0,1,1,1
"Soares Costa, Lilian Abreu",0,0.0,1,1,0
"Soares, Ana Cristina Fermino",4,4.0,1,1,1
"Soares, Mayra R.C.",10,5.0,2,1,2
"Soares, Pedro L. M.",7,3.5,2,1,1
"Soares, Renato Silva",3,3.0,1,1,1
"Soares, Thais dos Santos",0,0.0,1,1,0
"Sobczak, Miroslaw",155,77.5,2,2,2
"Sobkowiak, Robert",0,0.0,1,1,0
"Sohail, Quahir",4,4.0,1,1,1
"Sohi, Amir",1,1.0,1,1,1
"Sohrabi, Effat",7,7.0,1,1,1
"Sohrabi, Fatemeh",20,10.0,2,1,2
"Sokhandani, Zahra",18,18.0,1,1,1
"Solano-GonzÃÂ¡lez, Stefany",2,2.0,1,1,1
"Soler, A.",3,3.0,1,1,1
"Soler, Alain",8,8.0,1,1,1
"Soliman, Adel A.M.",0,0.0,1,1,0
"Soliman, Ahmed H.",6,6.0,1,1,1
"Soliman, Gaziea M.",0,0.0,1,1,0
"Soliman, Gaziea Mohamed",11,11.0,1,1,1
"Soliman, M.S.",20,20.0,1,1,1
"Soliman, Tarek",87,87.0,1,1,1
"Solo, Nejra",3,3.0,1,1,1
"Solomon-Blackburn, R. M.",14,14.0,1,1,1
"Solov'eva, G I",0,0.0,1,1,0
"Somvanshi, Vishal Singh",9,3.0,3,1,2
"Son, Geon Hui",5,5.0,1,1,1
"Son, J. A.",11,11.0,1,1,1
"Son, Joung A",13,6.5,2,1,2
"Son, Joung A.",25,12.5,2,1,2
"Son, S.H.",162,81.0,2,1,2
"Sone, Koichi",3,3.0,1,1,1
"Song, H. C.",12,12.0,1,1,1
"Song, Handa",32,16.0,2,1,2
"Song, Ji-ying",1,1.0,1,1,1
"Song, Jiehui",2,2.0,1,1,1
"Song, Jiying",8,8.0,1,1,1
"Song, L.",6,6.0,1,1,1
"Song, Liu?Xia",47,47.0,1,1,1
"Song, LiuÃ¢ÂÂXia",47,47.0,1,1,1
"Song, Runjiang",31,31.0,1,1,1
"Song, Wenwen",18,9.0,2,2,1
"Song, Zhangyong",25,25.0,1,1,1
"Song, Zhi-Qiang",34,17.0,2,1,2
"Sonmezoglu, O. Ates",2,2.0,1,1,1
"Sonya, Permitha",0,0.0,1,1,0
"Sood, M. L.",34,17.0,2,2,2
"Sorial, Mervat E.",0,0.0,2,1,0
"Soriano, I R",80,80.0,1,1,1
"Soriano, Imelda R.",194,97.0,2,1,2
"Sorribas, F J",17,17.0,1,1,1
"Sorribas, F. J.",25,25.0,1,1,1
"Sorribas, Francisco Javier",134,44.666666666666664,3,2,3
"Sosa, Ana L.",13,13.0,1,1,1
"Sosa, Ana Laura",5,5.0,1,1,1
"Sosa, Marta E.",28,28.0,1,1,1
"Sosa-Moss, C",12,12.0,1,1,1
"Soto-Ramos, Casiani",0,0.0,1,1,0
"Sousa, AntÃÂ´nio J S",14,14.0,1,1,1
"Sousa, Carla da Silva",0,0.0,1,1,0
"Sousa, E.",77,25.666666666666668,3,1,3
"Sousa, Edmundo",35,35.0,1,1,1
"Sousa, Rose Marie O. F.",26,26.0,1,1,1
"Southards, C J",6,6.0,1,1,1
"Southey, J. F.",13,4.333333333333333,3,2,3
"Souto, Tiarla Graciane",0,0.0,2,1,0
"Souza Junior, Francisco Jorge Carlos de",0,0.0,2,1,0
"Souza, D C T",2,2.0,1,1,1
"Souza, Francisco Jorge Carlos",3,1.5,2,2,1
"Souza, Gilza Barcelos de",7,7.0,1,1,1
"Souza, R M",8,8.0,1,1,1
"Spadoto, MariÃÂ¢ngela",12,12.0,1,1,1
"Speckmann, G. J.",32,32.0,1,1,1
"Speijer, P. R.",37,37.0,1,1,1
"Spence, Carla",182,182.0,1,1,1
"Spence, Carla A.",69,69.0,1,1,1
"Spence, Kenneth",9,9.0,1,1,1
"Sperandio, Eugenio M",1,1.0,1,1,1
"Spiegal, Y",11,11.0,1,1,1
"Spiegel, Y",106,15.142857142857142,7,5,6
"Spiegel, Y.",183,22.875,8,2,7
"Spiegel, Yitzhak",178,59.333333333333336,3,1,3
"Spurr, H W",4,4.0,1,1,1
"Sreenayana, B.",3,3.0,1,1,1
"Srinivas, Avula",52,52.0,1,1,1
"Sritharan, Ratna",5,5.0,1,1,1
"Srivastava, Deepti",52,52.0,1,1,1
"Srivastava, Shreyansh",0,0.0,1,1,0
"Srour, Ali",70,35.0,2,1,2
"Ssango, F.",50,25.0,2,1,2
"St-Marseille, Anne-FrÃ©dÃ©rique Gendron",6,6.0,1,1,1
"St?Amour, V. Thomas Boucher",14,14.0,1,1,1
"Stachurska-Hagen, Teresa",2,2.0,1,1,1
"Stalin, N.",2,2.0,1,1,1
"Stam, Remco",18,18.0,1,1,1
"Stamps, W T",29,14.5,2,1,2
"Stanelis, Andrius",2,0.6666666666666666,3,2,1
"Stanger, B A",1,1.0,1,1,1
"Staniland, L. N.",5,2.5,2,2,2
"Stanton, J. M.",33,6.6,5,4,5
"Stanton, JM",15,7.5,2,2,2
"Stanton, Julie",5,5.0,1,1,1
"Stapleton, J J",12,12.0,1,1,1
"Stapleton, James J.",22,22.0,1,1,1
"Stare, B. GeriÃÂ",9,9.0,1,1,1
"Stare, Barbara Geric",5,5.0,1,1,1
"Starnes, John H",45,45.0,1,1,1
"Starr, J L",179,14.916666666666666,12,3,7
"Starr, J. L.",23,7.666666666666667,3,2,3
"Starr, M.P.",61,61.0,1,1,1
"Stavropoulou, Elli",11,11.0,1,1,1
"Ste-Croix, Dave T.",0,0.0,2,1,0
"Steel, Chris",37,37.0,1,1,1
"Steel, Christopher",0,0.0,2,1,0
"Steel, Hanne",70,35.0,2,2,2
"Steele, A E",62,4.769230769230769,13,1,5
"Steele, E",2,2.0,1,1,1
"Steenbrugge, Joris J. M.",6,3.0,2,1,2
"Steenbrugge, Joris J.M. van",0,0.0,1,1,0
"Steenkamp, Sonia",4,1.3333333333333333,3,1,1
"Steeves, Ryan M.",252,126.0,2,1,2
"Stefanelo, Daniela R.",5,5.0,1,1,1
"Stefanovska, T",0,0.0,1,1,0
"SteinmÃÂ¶ller, Silke",13,13.0,1,1,1
"Stejskal, V.",21,21.0,1,1,1
"Stender, C",7,7.0,1,1,1
"Stender, C.",5,5.0,1,1,1
"Stetina, S R",24,8.0,3,1,3
"Stetina, Salliana R",34,8.5,4,1,4
"Stetina, Salliana R.",15,7.5,2,1,2
"Steudel, W.",2,1.0,2,1,1
"Stevanato, Piergiorgio",30,30.0,1,1,1
"Steven, Afolami",11,11.0,1,1,1
"Stevens, C.",39,19.5,2,1,1
"Stewart, F. H.",12,12.0,1,1,1
"Stewart, G. R.",42,21.0,2,1,2
"Stewart, Graham",6,6.0,1,1,1
"Stewart, T. M.",18,18.0,1,1,1
"Stewart-Brown, Benjamin B.",2,1.0,2,1,1
"Steyn, W.P.",6,6.0,1,1,1
"Stieg, Jamie R.",3,3.0,1,1,1
"Stien, J. L.",0,0.0,1,1,0
"Stirling, G R",36,36.0,1,1,1
"Stirling, G. R.",346,23.066666666666666,15,4,12
"Stirling, G.R.",5,5.0,1,1,1
"Stirling, GR",33,11.0,3,1,2
"Stirling, Graham R",36,18.0,2,2,2
"Stirling, Graham R.",79,19.75,4,2,4
"Stock, S. Patricia",33,33.0,1,1,1
"Stoffelen, R.",13,13.0,1,1,1
"Stoffelen, Ruth",15,15.0,1,1,1
"Stone, A.R.",10,5.0,2,1,2
"Storelli, Alan",61,8.714285714285714,7,1,5
"Stover, R. H.",9,9.0,1,1,1
"Stoyanov, D.",6,6.0,1,1,1
"Strachan, Shona M.",62,31.0,2,1,2
"Strajnar, Polona",13,13.0,1,1,1
"Stratford, Rebecca",14,14.0,1,1,1
"Strausbaugh, C. A.",1,1.0,1,1,1
"Strausbaugh, Carl A.",51,51.0,1,1,1
"StremiÃÂska, M A",8,8.0,1,1,1
"Strom, Noah",21,7.0,3,1,2
"Stroze, Camila T.",3,3.0,1,1,1
"Stuart, R J",19,19.0,1,1,1
"Stucky, Tobias",3,1.5,2,1,1
"StummÃ¢ÂÂTegethoff, B. F. A.",6,6.0,1,1,1
"StunÂ?nas, Virmantas",0,0.0,1,1,0
"StunÃÂ¾ÃÂnas, Virmantas",0,0.0,1,1,0
"Sturhan, D.",64,8.0,8,3,6
"Sturhan, Dieter",6,6.0,1,1,1
Sturz,23,23.0,1,1,1
"Sturz, A.V.",136,68.0,2,1,2
"Stynes, BA",6,6.0,1,1,1
"StÃ¢ÂÂAmour, V. Thomas Boucher",14,14.0,1,1,1
"Su, Lanxi",37,37.0,1,1,1
"Suarez, Belen",107,107.0,1,1,1
"Suarez-Fernandez, Marta",54,27.0,2,1,2
"Suatmadji, R. Winoto",1,1.0,1,1,1
"Subbotin, Sergei",438,43.8,10,4,7
"Subbotin, Sergei A",297,99.0,3,2,3
"Subbotin, Sergei A.",276,18.4,15,10,9
"Subbotin, SergeiÃÂ A.",0,0.0,1,1,0
"Subedi, Sudeep",13,13.0,1,1,1
"Subrahmanyam, P.",3,3.0,1,1,1
"Subramanian, Parthiban",18,9.0,2,1,2
"Sudha, R.",18,9.0,2,1,2
"Sudha, S",6,6.0,1,1,1
Sudirman,12,12.0,1,1,1
"Sudirman, Sudirman",0,0.0,2,1,0
"Sufiate, Bruna Leite",12,6.0,2,1,1
"Suga, Takayuki",90,90.0,1,1,1
"Sugawara, K.",14,14.0,1,1,1
"Sugimoto, Hiroyuki",9,4.5,2,1,2
"Sugita, Yoshitaka",0,0.0,1,1,0
"Sugiyama, Shintaro",1,1.0,1,1,1
"Suh, Dong Yeon",7,7.0,1,1,1
"Sujayanand, G. K.",0,0.0,1,1,0
"Sukarta, Octavina C A",2,2.0,1,1,1
"Sukarta, Octavina C. A",2,2.0,1,1,1
"Sukarta, Octavina C. A.",0,0.0,1,1,0
"Sukhomlin, K. B.",2,2.0,1,1,1
"Sukno, Serenella",13,13.0,1,1,1
"Sukno, Serenella A",33,33.0,1,1,1
"Sukovata, Lidia",3,3.0,1,1,1
"Sukul, N C",9,9.0,1,1,1
"Sultan, M. Sarwat",0,0.0,1,1,0
"Sultan, S. A.",0,0.0,1,1,0
"Sultan, S.A.",0,0.0,1,1,0
"Sultana, Mst Shamira",4,1.3333333333333333,3,1,2
"Sultana, Nighat",44,11.0,4,1,3
"Sultana, Tahera",17,17.0,1,1,1
"Sultana, V.",16,8.0,2,1,2
"Sumbul, A.",8,4.0,2,1,2
"Sumbul, Aisha",1,1.0,1,1,1
"Sumner, D R",12,12.0,1,1,1
"Sumner, Donald R",12,12.0,1,1,1
"Sumner, Donald R.",17,17.0,1,1,1
"Sun, F",19,19.0,1,1,1
"Sun, Fengcheng",10,5.0,2,1,2
"Sun, Haiyang",11,11.0,1,1,1
"Sun, Jingzu",26,6.5,4,1,2
"Sun, Longhua",42,14.0,3,2,3
"Sun, Qianlong",0,0.0,1,1,0
"Sun, Shimiao",0,0.0,1,1,0
"Sun, Simo",8,8.0,1,1,1
"Sun, Xiaowen",28,14.0,2,1,2
"Sun, Yang",7,7.0,1,1,1
"Sun, Yixiu",3,3.0,1,1,1
"Sun, Yongxiang",0,0.0,1,1,0
"Sun, Yuchen",0,0.0,1,1,0
"Sun, Yucheng",49,49.0,1,1,1
"Sundermann, C A",12,12.0,1,1,1
"Sung, Yeon Woo",12,12.0,1,1,1
"Sunohara, Hidehiko",0,0.0,1,1,0
"Suong, Malyna",7,7.0,1,1,1
"Suryanti, Suryanti",9,3.0,3,1,3
"Suseela Bhai, R.",5,5.0,1,1,1
"Susi?, Nik",17,17.0,1,1,1
"SusiÃÂ, Nik",52,26.0,2,1,2
"Susoy, Vladislav",10,10.0,1,1,1
"Susulovska, S.",2,2.0,1,1,1
"Susulovska, S. A.",0,0.0,1,1,0
"Susulovska, Solomia",2,2.0,1,1,1
"Sutherland, J R",3,3.0,1,1,1
"Sutherland, Jack R.",10,3.3333333333333335,3,2,2
"Suzuki, Chika",22,7.333333333333333,3,1,3
"Suzuki, Reira",6,3.0,2,1,2
"SuÃÂ¡rez, Silvia I",3,3.0,1,1,1
"Swaminathan, Sivakumar",24,12.0,2,1,2
"Swanson, T A",4,4.0,1,1,1
"Swarnakumari, N.",10,5.0,2,1,2
"Swart, Antoinette",2,2.0,1,1,1
"Sweelam, M. E.",0,0.0,2,2,0
"Sweelam, M.E.",1,1.0,1,1,1
"Swelam, Mohamed",0,0.0,1,1,0
"Syafii, Dani Sutanta",4,4.0,1,1,1
"Syahid, Amirul",0,0.0,1,1,0
"Syamkumar, Sivasankara Pillai",8,4.0,2,1,2
"Syed-Ab-Rahman, Sharifah Farhana",112,56.0,2,1,2
"SyedÃ¢ÂÂAbÃ¢ÂÂRahman, Sharifah Farhana",2,2.0,1,1,1
"Syracuse, A J",6,6.0,1,1,1
"Sysoeva, M. I.",7,7.0,1,1,1
"Szakasits, Dagmar",190,190.0,1,1,1
"Szalanski, A L",63,63.0,1,1,1
"Szczech, M.",66,66.0,1,1,1
"Szitenberg, Amir",90,45.0,2,1,2
"SÃÂ¡nchez Deviala, S",21,21.0,1,1,1
"SÃÂ¡nchez-GÃÂ³mez, Tamara",0,0.0,1,1,0
"SÃÂ¡nchez-Monge, Alcides",59,29.5,2,1,2
"SÃÂ¡nchez-Moreno, Sara",158,79.0,2,1,2
"SÃÂ¡nchez-Solana, Fulgencio",9,9.0,1,1,1
"SÃÂ¡nchezÃ¢ÂÂSolana, F.",4,4.0,1,1,1
"SÃÂ¡voly, ZoltÃÂ¡n",68,11.333333333333334,6,1,5
"SÃ¡nchez-Moreno, Sara",124,124.0,1,1,1
"T., Aquino Bolanos",2,2.0,1,1,1
"T.K.S, LATHA",1,1.0,1,1,1
"TACCONI, R.",2,2.0,1,1,1
"TAKASE, Iwao",1,1.0,1,1,1
"TAKASUGI, Mitsuo",0,0.0,1,1,0
"TALEZARI, ATEFEH",7,7.0,1,1,1
"TAMURA, Hirotada",28,7.0,4,1,3
"TANGE, Takeshi",0,0.0,1,1,0
"TATEISHI, Yasushi",2,2.0,1,1,1
"TAYLOR, C E",15,15.0,1,1,1
"TAYLOR, C. E.",217,36.166666666666664,6,2,6
"TECHEN, NATASCHA",31,31.0,1,1,1
"TERUYA, Rinko",0,0.0,1,1,0
"THOMAS, P. R.",42,21.0,2,1,2
"THOMPSON, L. S.",4,4.0,1,1,1
"TIAN, Zhong-ling",4,2.0,2,1,2
"TIILIKKALA, K.",6,3.0,2,1,2
"TOGASHI, Katsumi",22,7.333333333333333,3,1,3
"TOIDA, Yukio",9,1.8,5,4,2
"TOKTAY, Halil",10,5.0,2,1,2
"TOWNSHEND, J. L.",25,8.333333333333334,3,1,2
"TOYOTA, Koki",122,61.0,2,1,2
"TR e Silva, Monique",0,0.0,1,1,0
"TRIBE, H. T.",113,37.666666666666664,3,1,3
"TRUDGILL, D L",119,39.666666666666664,3,2,3
"TRUDGILL, D. L.",419,23.27777777777778,18,3,12
"TS, Archana",0,0.0,1,1,0
"TS, Divya",0,0.0,1,1,0
"TSANG, MARCEL M C",12,12.0,1,1,1
"TSUTSUMI, Masaaki",3,3.0,1,1,1
"TURNER, SUSAN J",108,54.0,2,1,2
"TURNER, SUSAN J.",52,26.0,2,1,2
"Taba, Satoshi",46,6.571428571428571,7,3,4
"Tabarant, Perrine",33,33.0,1,1,1
"Tabatabaei, F.-S.",15,15.0,1,1,1
"Tabolin, S.",0,0.0,1,1,0
"Tabolin, Sergei",0,0.0,1,1,0
"Tabor, G M",30,15.0,2,1,2
"Taha, A H",44,14.666666666666666,3,2,3
"Taha, Entsar H.",0,0.0,1,1,0
"Taha, Entsar Helmy",0,0.0,1,1,0
"Taher, I. Y.",1,1.0,1,1,1
"Taheri, A.",39,39.0,1,1,1
"Taheri, Zahra Majd",24,24.0,1,1,1
"Tahseen, Q",10,10.0,1,1,1
"Tahseen, Qudsia",2,2.0,1,1,1
"Takada, Noboru",2,2.0,1,1,1
"Takagi, Motonori",12,3.0,4,2,2
"Takai, Kazuya",127,42.333333333333336,3,1,3
"Takaishi, Kazuto",28,28.0,1,1,1
"Takasu, Fugo",35,35.0,1,1,1
"Takeda, Ai",4,2.0,2,1,2
"Takemoto, Shuhei",12,12.0,1,1,1
"Takenaka, Y.",11,11.0,1,1,1
"Takeuchi, Y.",5,5.0,1,1,1
"Takeuchi, Yuko",19,9.5,2,1,2
"Talavera, M.",78,15.6,5,2,5
"Talavera, Miguel",168,21.0,8,1,8
"Talavera-Rubia, Miguel",14,7.0,2,1,2
"Tamulonis, J. P.",170,42.5,4,1,4
"Tan, Matthew",3,3.0,1,1,1
"Tanaka, Ryusei",5,5.0,1,1,1
"Tanaka, Suguru E.",32,16.0,2,1,2
"Tancos, Matthew A",1,1.0,1,1,1
"Tancos, Matthew A.",3,3.0,1,1,1
"Tandon, R.S.",0,0.0,1,1,0
"Tang, Chen",2,2.0,1,1,1
"Tang, Guixiang",0,0.0,1,1,0
"Tang, Jia",13,13.0,1,1,1
"Tang, Xinggang",53,53.0,1,1,1
"Tang, Xuan",2,2.0,1,1,1
"Tangchitsomkid, N.",3,3.0,1,1,1
"Tanimola, AA",0,0.0,1,1,0
"Tanimola, Adebowale Adegboyega",0,0.0,1,1,0
"Tankam-Chedjou, IsraÃÂ«l",10,5.0,2,1,2
"Tanner, R.",1,1.0,1,1,1
"Tao, Qing-Qing",47,47.0,1,1,1
"Tao, Yong",45,45.0,1,1,1
"Tapwal, Ashwani",46,46.0,1,1,1
"Tares, Sophie",33,33.0,1,1,1
"Tarini, Guilherme",14,7.0,2,1,2
"Tariq, Marium",5,5.0,1,1,1
"Tariq, Moh",2,2.0,1,1,1
"Tariq-Khan, Muhammad",28,28.0,1,1,1
"TariqÃ¢ÂÂKhan, Muhammad",8,8.0,1,1,1
"Tarjan, A C",6,3.0,2,2,1
"Tarjan, A. C.",4,4.0,1,1,1
"Tarlachkov, Sergey V.",0,0.0,1,1,0
"Tarraf, Waed",8,4.0,2,1,2
"Tarte, R",33,16.5,2,1,2
"TarÃÂ¨s, Sophie",27,27.0,1,1,1
"Tateishi, Yasushi",1,0.5,2,2,1
"Tauseef, Atirah",7,7.0,1,1,1
"Tavallali, Vahid",0,0.0,1,1,0
"Tavares, W.S",26,13.0,2,1,2
"Tavares-Silva, Carolina Amaral",2,1.0,2,1,1
"Tawfik, Walaa A.",0,0.0,1,1,0
"Taylor, C. E.",61,30.5,2,1,2
"Taylor, Christina M.",21,21.0,1,1,1
"Taylor, S P",53,53.0,1,1,1
"Taylor, S.",3,3.0,1,1,1
"Taylor, S. G.",2,2.0,1,1,1
"Taylor, S. P.",170,42.5,4,1,4
"Tazi, Hafssa",9,9.0,1,1,1
"Tchabi, Atti",8,8.0,1,1,1
"TecnolÃÂ³gicos, Alcances",0,0.0,2,1,0
"Tedford, E C",55,13.75,4,2,4
"Tedford, E.C.",31,15.5,2,2,2
"Tefft, P M",38,19.0,2,1,2
"Tefft, Paul M.",52,26.0,2,1,2
"Teillet, Alice",41,41.0,1,1,1
"Teixeira, Ana Cristina Oliveira",6,6.0,1,1,1
"Teklu, Misghina G.",12,4.0,3,2,3
"Temitope, Alori Elizabeth",2,2.0,1,1,1
"Tena, Alfredo Reyes",3,3.0,1,1,1
"Tenkouano, Abdou",35,17.5,2,1,2
"Tenuta, Mario",74,37.0,2,2,2
"Terefe, Metasebia",92,46.0,2,1,1
"Teri, J. M.",0,0.0,1,1,0
"Terra, Willian CÃÂ©sar",68,34.0,2,1,2
"Terra, Willian CÃ©sar",47,47.0,1,1,1
"Testen, A L",7,7.0,1,1,1
"Tewoldemedhin, Yared Tesfai",136,136.0,1,1,1
"Thabuis, A.",108,108.0,1,1,1
"Thakur, D.",0,0.0,1,1,0
"Thakur, Prasoon Kumar",7,7.0,1,1,1
"Thakur, Rajni Kant",19,19.0,1,1,1
"Thalavaiasundaram, Swaminathan",2,1.0,2,1,1
"Thangamani, C",1,1.0,1,1,1
"Thanwisai, Aunchalee",2,2.0,1,1,1
"Thapa, Sita",40,10.0,4,1,3
"Theis, Judy A",17,17.0,1,1,1
"Thekke-Veetil, Thanuja",0,0.0,1,1,0
"Themuhi, M",1,1.0,1,1,1
"Thepbandit, Wannaporn",2,2.0,1,1,1
"Thete, KD",0,0.0,1,1,0
"Thevenoux, Romain",48,12.0,4,1,4
"Thi Thu Cuc, Nguyen",8,8.0,1,1,1
"Thies, J A",18,9.0,2,2,2
"Thies, J. A.",21,10.5,2,2,1
"Thies, J.A.",22,7.333333333333333,3,1,2
"Thies, Judy A",191,38.2,5,1,5
"Thies, Judy A.",248,17.714285714285715,14,2,11
"Thirugnanam, M.",10,5.0,2,1,2
"Thistlethwayte, B",14,14.0,1,1,1
"ThiÃ©ry, M",20,20.0,1,1,1
"Thligene, N.",10,10.0,1,1,1
"Thoden, Tim C.",69,23.0,3,1,3
"Thomas, J. D.",32,16.0,2,1,2
"Thomas, P. R.",28,14.0,2,1,2
"Thomas, R J",15,7.5,2,1,2
"Thomas, S H",88,14.666666666666666,6,2,5
"Thomas, Wayne",29,9.666666666666666,3,1,3
"Thomason, I J",10,10.0,1,1,1
"Thomidis, Thomas",0,0.0,1,1,0
"Thompson, Alison L.",42,10.5,4,1,4
"Thompson, J M",12,12.0,1,1,1
"Thompson, J P",15,15.0,1,1,1
"Thompson, J. P.",521,34.733333333333334,15,1,11
"Thompson, J.P.",142,23.666666666666668,6,1,6
"Thompson, JP",43,43.0,1,1,1
"Thompson, John P.",137,17.125,8,1,6
"Thompson, L S",1,1.0,1,1,1
"Thompson, M. M.",1,1.0,1,1,1
"Thong, C H",13,13.0,1,1,1
"Thongkaewyuan, Apivit",22,11.0,2,1,2
"Thorn, M. J.",1,1.0,1,1,1
"Thorpe, Peter",106,53.0,2,1,2
"Thu, Tran Thi Tuyet",0,0.0,1,1,0
"Thurau, Tim",139,46.333333333333336,3,1,3
"Thuy, T.T.T.",12,6.0,2,1,2
"Tian, Baoyu",68,34.0,2,1,2
"Tian, Bin",79,26.333333333333332,3,1,3
"Tian, Dagang",14,7.0,2,1,2
"Tian, Feng",17,17.0,1,1,1
"Tian, H",43,21.5,2,1,2
"Tian, Haokai",8,8.0,1,1,1
"Tian, Hong-Yu",0,0.0,1,1,0
"Tian, Shuan",0,0.0,1,1,0
"Tian, Wang",0,0.0,1,1,0
"Tian, Xiao-Jing",7,7.0,1,1,1
"Tian, Xue-liang",21,7.0,3,2,2
"Tian, Xueliang",84,28.0,3,2,3
"Tian, Yu",0,0.0,2,1,0
"Tian, Yue-E",19,19.0,1,1,1
