title,authors,pub_year,journal,citations,Genus,Species
Differentially expressed small RNAs in Arabidopsis galls formed by Meloidogyne javanica: a functional role for miR390 and its TAS3Ã¢ÂÂderived tasiRNAs,"Cabrera, Javier; Barcala, Marta; GarcÃÂ­a, Alejandra; Rio-MachÃÂ­n, Ana; Medina, ClÃÂ©mence; Jaubert-Possamai, Stephanie; Favery, Bruno; Maizel, Alexis; Ruiz-Ferrer, Virginia; Fenoll, Carmen; Escobar, Carolina",2015,New Phytologist,78,meloidogyne,javanica
RFLP Mapping and Marker?Assisted Selection of Soybean Cyst Nematode Resistance in PI 209332,"Concibido, V. C.; Denny, R. L.; Lange, D. A.; Orf, J. H.; Young, N. D.",1996,Crop Science,78,heterodera,glycines
Effects on plant growth and root-knot nematode infection of an endophytic GFP transformant of the nematophagous fungus Pochonia chlamydosporia,"Escudero, N.; Lopez-Llorca, L. V.",2012,Symbiosis,78,meloidogyne,javanica
"Utility of Host Delivered RNAi of Two FMRF Amide Like Peptides, flp-14 and flp-18, for the Management of Root Knot Nematode, Meloidogyne incognita","Papolu, Pradeep Kumar; Gantasala, Nagavara Prasad; Kamaraju, Divya; Banakar, Prakash; Sreevathsa, Rohini; Rao, Uma",2013,PLOS ONE,78,meloidogyne,incognita
"Studies of the cereal cystÃ¢ÂÂnematode, Heterodera avenae under continuous cereals, 1975Ã¢ÂÂ1978. II. Fungal parasitism of nematode females and eggs","KERRY, B. R.; CRUMP, D. H.; MULLEN, L. A.",1982,Annals of Applied Biology,78,heterodera,avenae
"Developmental expression of secretory beta-1,4-endoglucanases in the subventral esophageal glands of Heterodera glycines.","de Boer, J M; Yan, Y; Wang, X; Smant, G; Hussey, R S; Davis, E L; Baum, T J",1999,Molecular Plant-Microbe Interactions,78,heterodera,glycines
Differentially expressed small RNAs in Arabidopsis galls formed by Meloidogyne javanica: a functional role for miR390 and its TAS3?derived tasiRNAs,"Cabrera, Javier; Barcala, Marta; GarcÃ­a, Alejandra; Rio-MachÃ­n, Ana; Medina, ClÃ©mence; Jaubert-Possamai, Stephanie; Favery, Bruno; Maizel, Alexis; Ruiz-Ferrer, Virginia; Fenoll, Carmen; Escobar, Carolina",2015,New Phytologist,78,meloidogyne,javanica
Arbuscular mycorrhizal fungi reduce root-knot nematode penetration through altered root exudation of their host,"Vos, Christine; Claerhout, Sofie; Mkandawire, Rachel; Panis, Bart; De Waele, Dirk; Elsen, Annemie",2011,Plant and Soil,78,meloidogyne,incognita
One of the Two Dicer-like Proteins in the Filamentous Fungi Magnaporthe oryzae Genome Is Responsible for Hairpin RNA-triggered RNA Silencing and Related Small Interfering RNA Accumulation*,"Kadotani, Naoki; Nakayashiki, Hitoshi; Tosa, Yukio; Mayama, Shigeyuki",2004,Journal of Biological Chemistry,78,meloidogyne,oryzae
"Studies of the cereal cyst?nematode, Heterodera avenae under continuous cereals, 1975Â1978. II. Fungal parasitism of nematode females and eggs","KERRY, B. R.; CRUMP, D. H.; MULLEN, L. A.",1982,Annals of Applied Biology,78,heterodera,avenae
Root herbivore identity matters in plant-mediated interactions between root and shoot herbivores,"Wurst, Susanne; van der Putten, Wim H.",2007,Basic and Applied Ecology,77,pratylenchus,penetrans
Taxonomy of Meloidogyne (Nematodea: Heteroderidae) with descriptions of four new species*,"Whitehead, A. G.",1968,The Transactions of the Zoological Society of London,77,meloidogyne,acronea
Taxonomy of Meloidogyne (Nematodea: Heteroderidae) with descriptions of four new species*,"Whitehead, A. G.",1968,The Transactions of the Zoological Society of London,77,meloidogyne,acronea
Root herbivore identity matters in plant-mediated interactions between root and shoot herbivores,"Wurst, Susanne; van der Putten, Wim H.",2007,Basic and Applied Ecology,77,pratylenchus,penetrans
Systemic Root-Shoot Signaling Drives Jasmonate-Based Root Defense against Nematodes,"Wang, Guoting; Hu, Chaoyi; Zhou, Jie; Liu, Ya; Cai, Jiaxing; Pan, Caizhe; Wang, Yu; Wu, Xiaodan; Shi, Kai; Xia, Xiaojian; Zhou, Yanhong; Foyer, Christine H; Yu, Jingquan",2019,Current Biology,77,meloidogyne,incognita
Soybean Cyst Nematode Reduces Soybean Yield Without Causing Obvious Aboveground Symptoms.,"Wang, J; Niblack, T L; Tremain, J A; Wiebold, W J; Tylka, G L; Marett, C C; Noel, G R; Myers, O; Schmidt, M E",2003,Plant Disease,77,heterodera,glycines
Penicillium species endophytic in coffee plants and ochratoxin A production,"Vega, Fernando E.; Posada, Francisco; Peterson, Stephen W.; Gianfagna, Thomas J.; Chaves, Fabio",2006,Mycologia,77,pratylenchus,coffeae
Nematicidal activity of some strains of Pseudomonas spp.,"Ali, Nasima I; Siddiqui, Imran A; Shaukat, S Shahid; Zaki, M.J",2002,Soil Biology and Biochemistry,76,meloidogyne,javanica
Isolation of Nematicidal Compounds from Tagetes patula L. Yellow Flowers: StructureÂActivity Relationship Studies against Cyst Nematode Heterodera zeae Infective Stage Larvae,"Faizi, Shaheen; Fayyaz, Shahina; Bano, Samina; Iqbal, Erum Yawar; Lubna; Siddiqi, Humaira; Naz, Aneela",2011,Journal of Agricultural and Food Chemistry,76,heterodera,zeae
Nematode infection and reproduction in transgenic and mutant Arabidopsis and tobacco with an altered phenylpropanoid metabolism,"Wuyts, N; Lognay, G; Swennen, R; De Waele, D",2006,Journal of Experimental Botany,76,meloidogyne,incognita
A rootÃ¢ÂÂknot nematodeÃ¢ÂÂsecreted protein is injected into giant cells and targeted to the nuclei,"Jaouannet, MaÃÂ«lle; Perfus-Barbeoch, Laetitia; Deleury, Emeline; Magliano, Marc; Engler, Gilbert; Vieira, Paulo; Danchin, Etienne G J; Rocha, Martine Da; Coquillard, Patrick; Abad, Pierre; Rosso, Marie-NoÃÂ«lle",2012,New Phytologist,76,meloidogyne,incognita
A root?knot nematode?secreted protein is injected into giant cells and targeted to the nuclei,"Jaouannet, MaÃ«lle; Perfus-Barbeoch, Laetitia; Deleury, Emeline; Magliano, Marc; Engler, Gilbert; Vieira, Paulo; Danchin, Etienne G J; Rocha, Martine Da; Coquillard, Patrick; Abad, Pierre; Rosso, Marie-NoÃ«lle",2012,New Phytologist,76,meloidogyne,incognita
A molecular study of rootÃ¢ÂÂknot nematodeÃ¢ÂÂinduced feeding sites,"Eycken, Walter; Engler, Janice; InzÃÂ©, Dirk; Montagu, Marc; Gheysen, Godelieve",1996,The Plant Journal,76,meloidogyne,incognita
Resistance of Grape Rootstocks to Plant-parasitic Nematodes.,"Ferris, H; Zheng, L; Walker, M A",2012,Journal of Nematology,76,meloidogyne,incognita
Strawberry latent ringspot: a new nematodeÃ¢ÂÂborne virus,"LISTER, R. M.",1964,Annals of Applied Biology,76,xiphinema,diversicaudatum
"RPE, a plant gene involved in early developmental steps of nematode feeding cells","Favery, Bruno; Lecomte, Philippe; Gil, Nathalie; Bechtold, Nicole; Bouchez, David; Dalmasso, Antoine; Abad, Pierre",1998,The EMBO Journal,76,meloidogyne,incognita
Isolation and identification of bacteria from rhizosphere soil and their effect on plant growth promotion and root-knot nematode disease,"Zhao, Dan; Zhao, Hui; Zhao, Di; Zhu, Xiaofeng; Wang, Yuanyuan; Duan, Yuxi; Xuan, Yuanhu; Chen, Lijie",2018,Biological Control,76,meloidogyne,incognita
Solubilization of insoluble zinc compounds by Gluconacetobacter diazotrophicus and the detrimental action of zinc ion (Zn2+) and zinc chelates on root knot nematode Meloidogyne incognita,"Saravanan, V.S.; Kalaiarasan, P.; Madhaiyan, M.; Thangaraju, M.",2006,Letters in Applied Microbiology,76,meloidogyne,incognita
A new class of ubiquitin extension proteins secreted by the dorsal pharyngeal gland in plant parasitic cyst nematodes.,"Tytgat, Tom; Vanholme, Bartel; De Meutter, Jan; Claeys, Myriam; Couvreur, Marjolein; Vanhoutte, Isabelle; Gheysen, Greetje; Van Criekinge, Wim; Borgonie, Gaetan; Coomans, August; Gheysen, Godelieve",2004,Molecular Plant-Microbe Interactions,76,heterodera,schachtii
Isolation of Nematicidal Compounds from Tagetes patula L. Yellow Flowers: StructureÃ¢ÂÂActivity Relationship Studies against Cyst Nematode Heterodera zeae Infective Stage Larvae,"Faizi, Shaheen; Fayyaz, Shahina; Bano, Samina; Iqbal, Erum Yawar; Lubna; Siddiqi, Humaira; Naz, Aneela",2011,Journal of Agricultural and Food Chemistry,76,heterodera,zeae
Biofumigation for Control of Pale Potato Cyst Nematodes: Activity of Brassica Leaf Extracts and Green Manures on Globodera pallida in Vitro and in Soil,"Lord, James S.; Lazzeri, Luca; Atkinson, Howard J.; Urwin, Peter E.",2011,Journal of Agricultural and Food Chemistry,75,globodera,pallida
Molecular aspects of cyst nematodes,"LILLEY, CATHERINE J.; ATKINSON, HOWARD J.; URWIN, PETER E.",2005,Molecular Plant Pathology,75,globodera,pallida
Development of a new management strategy for the control of rootÃ¢ÂÂknot nematodes (Meloidogyne spp) in organic vegetable production,"Atkins, Simon D; HidalgoÃ¢ÂÂDiaz, Leopoldo; Kalisz, Helen; Mauchline, Tim H; Hirsch, Penny R; Kerry, Brian R",2003,Pest Management Science,75,meloidogyne,incognita
Characterization of a pathogen-induced potato catalase and its systemic expression upon nematode and bacterial infection.,"Niebel, A; Heungens, K; Barthels, N; InzÃÂ©, D; Van Montagu, M; Gheysen, G",1995,Molecular Plant-Microbe Interactions,75,globodera,pallida
Two Microsatellite Markers That Flank the Major Soybean Cyst Nematode Resistance Locus,"Mudge, J.; Cregan, P. B.; Kenworthy, J. P.; Kenworthy, W. J.; Orf, J. H.; Young, N. D.",1997,Crop Science,75,heterodera,glycines
Development of a negative plantÃ¢ÂÂsoil feedback in the expansion zone of the clonal grass Ammophila arenaria following root formation and nematode colonization,"Van Der Stoel, C. D.; Van Der Putten, W. H.; Duyts, H.",2002,Journal of Ecology,75,heterodera,arenaria
Development of a negative plantÂsoil feedback in the expansion zone of the clonal grass Ammophila arenaria following root formation and nematode colonization,"Van Der Stoel, C. D.; Van Der Putten, W. H.; Duyts, H.",2002,Journal of Ecology,75,heterodera,arenaria
"Actinomycetes and fungi isolated from plant-parasitic nematode infested soils: screening of the effective biocontrol potential, indole-3-acetic acid and siderophore production","Ruanpanun, Pornthip; Tangchitsomkid, Nuchanart; Hyde, Kevin D.; Lumyong, Saisamorn",2010,World Journal of Microbiology and Biotechnology,75,meloidogyne,incognita
Two Microsatellite Markers That Flank the Major Soybean Cyst Nematode Resistance Locus,"Mudge, J.; Cregan, P. B.; Kenworthy, J. P.; Kenworthy, W. J.; Orf, J. H.; Young, N. D.",1997,Crop Science,75,heterodera,glycines
"A revised phylogenetic classification of the ant subfamily Formicinae (Hymenoptera: Formicidae), with resurrection of the genera Colobopsis and Dinomyrmex","Ward, Philip S; Blaimer, Bonnie B; Fisher, Brian L",2016,Zootaxa,75,ditylenchus,gigas
Comparing systemic defence?related gene expression changes upon migratory and sedentary nematode attack in rice,"Kyndt, T.; Nahar, K.; Haegeman, A.; De Vleesschauwer, D.; HÃ¶fte, M.; Gheysen, G.",2011,Plant Biology,75,hirschmanniella,oryzae
Comparing systemic defenceÃ¢ÂÂrelated gene expression changes upon migratory and sedentary nematode attack in rice,"Kyndt, T.; Nahar, K.; Haegeman, A.; De Vleesschauwer, D.; HÃÂ¶fte, M.; Gheysen, G.",2011,Plant Biology,75,hirschmanniella,oryzae
The endosymbiosis-induced genes ENOD40 and CCS52a are involved in endoparasitic-nematode interactions in Medicago truncatula.,"Favery, Bruno; Complainville, Arnaud; Vinardell, Jose Maria; Lecomte, Philippe; Vaubert, DaniÃÂ¨le; Mergaert, Peter; Kondorosi, Adam; Kondorosi, Eva; Crespi, Martin; Abad, Pierre",2002,Molecular Plant-Microbe Interactions,75,meloidogyne,incognita
Development of a new management strategy for the control of root?knot nematodes (Meloidogyne spp) in organic vegetable production,"Atkins, Simon D; Hidalgo?Diaz, Leopoldo; Kalisz, Helen; Mauchline, Tim H; Hirsch, Penny R; Kerry, Brian R",2003,Pest Management Science,75,meloidogyne,incognita
Cloning of the gene Lecanicillium psalliotae chitinase Lpchi1 and identification of its potential role in the biocontrol of root-knot nematode Meloidogyne incognita,"Gan, Zhongwei; Yang, Jinkui; Tao, Nan; Liang, Lianming; Mi, Qili; Li, Juan; Zhang, Ke-Qin",2007,Applied Microbiology and Biotechnology,75,meloidogyne,incognita
Cloning of the gene Lecanicillium psalliotae chitinase Lpchi1 and identification of its potential role in the biocontrol of root-knot nematode Meloidogyne incognita,"Gan, Zhongwei; Yang, Jinkui; Tao, Nan; Liang, Lianming; Mi, Qili; Li, Juan; Zhang, Ke-Qin",2007,Applied Microbiology and Biotechnology,75,meloidogyne,incognita
"Regional Assessment of Soybean Brown Stem Rot, Phytophthora sojae, and Heterodera glycines Using Area-Frame Sampling: Prevalence and Effects of Tillage.","Workneh, F; Tylka, G L; Yang, X B; Faghihi, J; Ferris, J M",1999,Phytopathology,75,heterodera,glycines
Allelopathy in the management of plant-parasitic nematodes.,"Halbrendt, J M",1996,Journal of Nematology,75,xiphinema,americanum
Interspecific hybridization between the cultivated potato Solanum tuberosum subspecies tuberosum L. and the wild species S. circaeifolium subsp. circaeifolium Bitter exhibiting resistance to Phytophthora infestans (Mont.) de Bary and Globodera pallida (Stone) Behrens,"Mattheij, W. M.; Eijlander, R.; de Koning, J. R. A.; Louwes, K. M.",1992,Theoretical and Applied Genetics,74,globodera,pallida
Allelopathy and microclimatic modification of intercropping with marigold on tomato early blight disease development,"GÃÂ³mez-RodrÃÂ±ÃÂguez, O; Zavaleta-MejÃÂ±ÃÂa, E; GonzÃÂ¡lez-HernÃÂ¡ndez, V.A; Livera-MuÃÂ±oz, M; CÃÂ¡rdenas-Soriano, E",2003,Field Crops Research,74,aphelenchoides,solani
Interactions between the root-knot nematode Meloidogyne incognita and Glomus mosseae in banana,"Jaizme-Vega, M.C.; Tenoury, P.; Pinochet, J.; Jaumot, M.",1997,Plant and Soil,74,meloidogyne,incognita
Anatomical Alterations in Plant Tissues Induced by Plant-Parasitic Nematodes,"Palomares-Rius, Juan E.; Escobar, Carolina; Cabrera, Javier; Vovlas, Alessio; Castillo, Pablo",2017,Frontiers in Plant Science,74,nacobbus,aberrans
"Challenges and Strategies for Breeding Resistance in Capsicum annuum to the Multifarious Pathogen, Phytophthora capsici","Barchenger, Derek W.; Lamour, Kurt H.; Bosland, Paul W.",2018,Frontiers in Plant Science,74,pratylenchus,capsici
Phylogeny of Meloidogyne spp. based on 18S rDNA and the intergenic region of mitochondrial DNA sequences,"Tigano, Myrian S.; Carneiro, Regina M.D.G.; Jeyaprakash, Ayyamperumal; Dickson, Don W.; Adams, Byron J.",2005,Nematology,74,meloidogyne,javanica
Species-dependent effects of border cell and root tip exudates on nematode behavior.,"Zhao, Xiaowen; Schmitt, Mark; Hawes, Martha C.",2000,Phytopathology,74,meloidogyne,incognita
Actin-Depolymerizing Factor2-Mediated Actin Dynamics Are Essential for Root-Knot Nematode Infection of Arabidopsis,"ClÃÂ©ment, Mathilde; Ketelaar, Tijs; Rodiuc, Natalia; Banora, Mohamed Youssef; Smertenko, Andrei; Engler, Gilbert; Abad, Pierre; Hussey, Patrick J.; de Almeida Engler, Janice",2009,The Plant Cell,74,meloidogyne,incognita
Phylogeny of Meloidogyne spp. based on 18S rDNA and the intergenic region of mitochondrial DNA sequences,"Tigano, Myrian S.; Carneiro, Regina M.D.G.; Jeyaprakash, Ayyamperumal; Dickson, Don W.; Adams, Byron J.",2005,Nematology,74,meloidogyne,enterolobii
Identification of Novel Target Genes for Safer and More Specific Control of Root-Knot Nematodes from a Pan-Genome Mining,"Danchin, Etienne G. J.; Arguel, Marie-Jeanne; Campan-Fournier, Amandine; Perfus-Barbeoch, Laetitia; Magliano, Marc; Rosso, Marie-NoÃÂ«lle; Da Rocha, Martine; Da Silva, Corinne; Nottet, Nicolas; Labadie, Karine; Guy, Julie; Artiguenave, FranÃÂ§ois; Abad, Pierre",2013,PLOS Pathogens,74,meloidogyne,incognita
Lauric acid in crown daisy root exudate potently regulates root-knot nematode chemotaxis and disrupts Mi-flp-18 expression to block infection,"Dong, Linlin; Li, Xiaolin; Huang, Li; Gao, Ying; Zhong, Lina; Zheng, Yuanyuan; Zuo, Yuanmei",2013,Journal of Experimental Botany,74,meloidogyne,incognita
Analysis of Gene expression in soybean (Glycine max) roots in response to the root knot nematode Meloidogyne incognita using microarrays and KEGG pathways,"Ibrahim, Heba MM; Hosseini, Parsa; Alkharouf, Nadim W; Hussein, Ebtissam HA; Gamal El-Din, Abd El Kader Y; Aly, Mohammed AM; Matthews, Benjamin F",2011,BMC Genomics,74,meloidogyne,incognita
Differentiation of Australasian potato cyst nematode (PCN) populations using the polymerase chain reaction (PCR),"Bulman, S. R.; Marshall, J. W.",1997,New Zealand Journal of Crop and Horticultural Science,74,globodera,pallida
Molecular and morphological characterisation of the Heterodera avenae species complex (Tylenchida: Heteroderidae),"Rumpenhorst, Hans JÃÂ¼rgen; Sturhan, Dieter; Subbotin, Sergei; Moens, Maurice",2003,Nematology,73,hemicycliophora,arenaria
Epidemiology and control of spot form of net blotch (Pyrenophora teres f. maculata) of barley: a review,"McLean, Mark S.; Howlett, Barbara J.; Hollaway, Grant J.",2009,Crop and Pasture Science,73,paratrichodorus,teres
RFLP markers associated with soybean cyst nematode resistance and seed composition in a Ã¢ÂÂPekingÃ¢ÂÂÃÂEssexÃ¢ÂÂ population,"Qiu, B. X.; Arelli, P. R.; Sleper, D. A.",1999,Theoretical and Applied Genetics,73,heterodera,glycines
Genomic-assisted phylogenetic analysis and marker development for next generation soybean cyst nematode resistance breeding,"Kadam, Suhas; Vuong, Tri D.; Qiu, Dan; Meinhardt, Clinton G.; Song, Li; Deshmukh, Rupesh; Patil, Gunvant; Wan, Jinrong; Valliyodan, Babu; Scaboo, Andrew M.; Shannon, J.Grover; Nguyen, Henry T.",2015,Plant Science,73,heterodera,glycines
